id,url_id,user_id,event_type,timestamp,details
96,96,283,created,2025-03-27 20:03:48,"{""short_code"":""Cil6D4"",""original_url"":""https://example.com/navy/anchor/96""}"
97,97,144,created,2026-02-01 04:28:58,"{""short_code"":""vtN0pS"",""original_url"":""https://opswise.net/harbor/quartz/97""}"
98,98,111,created,2025-06-14 04:21:31,"{""short_code"":""okJDK5"",""original_url"":""https://opswise.net/tidy/river/98""}"
99,99,371,created,2025-08-08 11:49:36,"{""short_code"":""yQS2LD"",""original_url"":""https://hackstack.io/lively/orbit/99""}"
100,100,354,created,2025-12-01 23:58:18,"{""short_code"":""1wx1Kx"",""original_url"":""https://seeded.app/lively/window/100""}"
101,101,176,created,2025-12-31 16:49:50,"{""short_code"":""tKi81e"",""original_url"":""https://acme.dev/navy/kernel/101""}"
102,102,286,created,2025-07-28 08:46:02,"{""short_code"":""6CKKJl"",""original_url"":""https://seeded.app/gold/window/102""}"
103,103,366,created,2025-12-01 22:16:20,"{""short_code"":""3GMZ1P"",""original_url"":""https://seeded.app/amber/window/103""}"
104,104,38,created,2025-01-05 13:18:19,"{""short_code"":""TSoZHg"",""original_url"":""https://seeded.app/forest/island/104""}"
105,105,301,created,2025-05-19 23:50:24,"{""short_code"":""NPMjFL"",""original_url"":""https://opswise.net/vivid/trail/105""}"
106,106,145,created,2025-10-14 06:34:00,"{""short_code"":""pn0d0S"",""original_url"":""https://relay.cloud/vivid/anchor/106""}"
107,107,233,created,2025-08-24 12:25:43,"{""short_code"":""j3rMNU"",""original_url"":""https://opswise.net/opal/uplink/107""}"
108,108,77,created,2025-04-24 20:18:51,"{""short_code"":""YYwAVH"",""original_url"":""https://hackstack.io/warm/pioneer/108""}"
109,109,144,created,2025-06-13 13:19:44,"{""short_code"":""QnkC8r"",""original_url"":""https://relay.cloud/proud/island/109""}"
110,110,324,created,2025-10-27 03:37:20,"{""short_code"":""C9OGJh"",""original_url"":""https://example.com/vivid/quartz/110""}"
111,111,327,created,2025-07-21 15:11:56,"{""short_code"":""FevOAO"",""original_url"":""https://relay.cloud/brisk/delta/111""}"
112,112,388,created,2026-02-19 04:11:25,"{""short_code"":""j8URZ3"",""original_url"":""https://opswise.net/young/quartz/112""}"
113,113,123,created,2025-02-02 15:03:15,"{""short_code"":""DOtHUG"",""original_url"":""https://seeded.app/navy/engine/113""}"
114,114,137,created,2025-06-05 18:30:42,"{""short_code"":""4cSCKb"",""original_url"":""https://example.com/keen/island/114""}"
115,115,354,created,2025-12-02 22:13:45,"{""short_code"":""yR8ch4"",""original_url"":""https://hackstack.io/ember/orbit/115""}"
116,116,168,created,2025-06-07 07:24:43,"{""short_code"":""sCczKF"",""original_url"":""https://opswise.net/harbor/zenith/116""}"
117,117,287,created,2025-07-02 17:41:15,"{""short_code"":""HvxHEf"",""original_url"":""https://seeded.app/calm/network/117""}"
118,118,53,created,2025-08-13 19:22:56,"{""short_code"":""sspWFT"",""original_url"":""https://seeded.app/cobalt/field/118""}"
119,119,8,created,2025-06-12 19:33:27,"{""short_code"":""VrWrfm"",""original_url"":""https://acme.dev/clear/river/119""}"
120,120,179,created,2025-01-26 10:18:44,"{""short_code"":""uDofJj"",""original_url"":""https://seeded.app/lively/garden/120""}"
121,121,207,created,2025-04-11 21:21:04,"{""short_code"":""b8ICZ5"",""original_url"":""https://seeded.app/calm/window/121""}"
122,122,230,created,2025-01-09 11:22:28,"{""short_code"":""oQq4iA"",""original_url"":""https://example.com/clear/quartz/122""}"
123,123,27,created,2025-10-22 06:15:12,"{""short_code"":""yckAmg"",""original_url"":""https://hackstack.io/dawn/delta/123""}"
124,124,299,created,2025-02-13 18:57:39,"{""short_code"":""XbfRLc"",""original_url"":""https://hackstack.io/amber/harvest/124""}"
125,125,189,created,2025-04-14 10:25:28,"{""short_code"":""TKtP8b"",""original_url"":""https://example.com/lively/island/125""}"
126,126,283,created,2025-12-17 17:12:58,"{""short_code"":""lRhamQ"",""original_url"":""https://seeded.app/cobalt/field/126""}"
127,127,136,created,2025-11-30 19:17:24,"{""short_code"":""Jkl8rO"",""original_url"":""https://example.com/mellow/kernel/127""}"
128,128,164,created,2025-06-12 10:30:06,"{""short_code"":""l6iP5q"",""original_url"":""https://acme.dev/amber/yard/128""}"
129,129,368,created,2025-10-13 01:48:19,"{""short_code"":""QyZYbv"",""original_url"":""https://acme.dev/keen/zenith/129""}"
130,130,320,created,2025-02-22 20:31:08,"{""short_code"":""D8rYvb"",""original_url"":""https://acme.dev/young/trail/130""}"
131,131,92,created,2026-01-03 04:01:50,"{""short_code"":""z6lQmP"",""original_url"":""https://seeded.app/opal/yard/131""}"
132,132,257,created,2026-01-19 16:04:01,"{""short_code"":""YLdfAc"",""original_url"":""https://hackstack.io/warm/engine/132""}"
133,133,92,created,2025-01-27 20:38:27,"{""short_code"":""DQC0fy"",""original_url"":""https://opswise.net/rapid/kernel/133""}"
134,134,232,created,2025-10-29 09:38:22,"{""short_code"":""qzHxvK"",""original_url"":""https://example.com/tidy/window/134""}"
135,135,262,created,2025-12-14 19:01:50,"{""short_code"":""MyU9zG"",""original_url"":""https://opswise.net/mellow/harvest/135""}"
136,136,332,created,2025-01-03 16:51:58,"{""short_code"":""Yr8z5J"",""original_url"":""https://hackstack.io/forest/harvest/136""}"
137,137,150,created,2025-01-05 23:59:20,"{""short_code"":""P92w7c"",""original_url"":""https://hackstack.io/quiet/journey/137""}"
138,138,11,created,2026-01-09 22:39:01,"{""short_code"":""p7WFMm"",""original_url"":""https://seeded.app/calm/quartz/138""}"
139,139,216,created,2025-05-09 02:49:53,"{""short_code"":""LPoWoL"",""original_url"":""https://example.com/young/island/139""}"
140,140,9,created,2026-02-08 11:43:29,"{""short_code"":""oAEKy7"",""original_url"":""https://hackstack.io/quiet/trail/140""}"
141,141,124,created,2025-03-15 00:23:51,"{""short_code"":""N8eB7E"",""original_url"":""https://relay.cloud/cobalt/lagoon/141""}"
142,142,131,created,2025-11-29 08:54:48,"{""short_code"":""FFrdC1"",""original_url"":""https://opswise.net/ember/uplink/142""}"
143,143,282,created,2025-10-26 10:13:20,"{""short_code"":""pKAVMT"",""original_url"":""https://relay.cloud/young/kernel/143""}"
144,144,336,created,2026-02-11 17:03:27,"{""short_code"":""nK5ulq"",""original_url"":""https://opswise.net/brisk/island/144""}"
145,145,336,created,2025-07-25 11:05:42,"{""short_code"":""ijycjG"",""original_url"":""https://example.com/gold/garden/145""}"
146,146,322,created,2025-08-04 06:05:07,"{""short_code"":""Q1amMb"",""original_url"":""https://hackstack.io/ember/zenith/146""}"
147,147,200,created,2025-02-18 19:49:28,"{""short_code"":""b8jv7Z"",""original_url"":""https://opswise.net/cobalt/quartz/147""}"
148,148,55,created,2025-08-20 20:57:35,"{""short_code"":""YUHzWV"",""original_url"":""https://seeded.app/opal/zenith/148""}"
149,149,290,created,2025-04-08 10:38:44,"{""short_code"":""gUf4L9"",""original_url"":""https://seeded.app/rapid/engine/149""}"
150,150,391,created,2025-06-23 17:15:17,"{""short_code"":""YEbn6k"",""original_url"":""https://relay.cloud/forest/quartz/150""}"
151,151,14,created,2025-12-27 18:40:55,"{""short_code"":""ZnBwV0"",""original_url"":""https://example.com/cobalt/anchor/151""}"
152,152,36,created,2025-12-09 02:33:05,"{""short_code"":""vTC1DH"",""original_url"":""https://opswise.net/quiet/valley/152""}"
153,153,137,created,2026-01-06 01:59:08,"{""short_code"":""6cKrgl"",""original_url"":""https://hackstack.io/brisk/uplink/153""}"
154,154,216,created,2025-05-05 06:10:24,"{""short_code"":""Yckjqj"",""original_url"":""https://seeded.app/brisk/garden/154""}"
155,155,223,created,2025-09-12 23:55:14,"{""short_code"":""ergGXz"",""original_url"":""https://hackstack.io/keen/engine/155""}"
156,156,27,created,2025-06-10 08:29:46,"{""short_code"":""7NXd5w"",""original_url"":""https://example.com/navy/field/156""}"
157,157,175,created,2025-10-17 06:24:53,"{""short_code"":""RMGSaZ"",""original_url"":""https://relay.cloud/vivid/engine/157""}"
158,158,249,created,2025-02-01 05:43:04,"{""short_code"":""LmlJUL"",""original_url"":""https://acme.dev/harbor/lagoon/158""}"
159,159,298,created,2025-02-20 15:04:20,"{""short_code"":""jRlxUj"",""original_url"":""https://acme.dev/silver/island/159""}"
160,160,262,created,2025-12-24 21:17:26,"{""short_code"":""2EvszC"",""original_url"":""https://opswise.net/navy/window/160""}"
161,161,168,created,2025-05-22 17:23:55,"{""short_code"":""7iKk8g"",""original_url"":""https://hackstack.io/quiet/valley/161""}"
162,162,69,created,2025-12-12 11:50:26,"{""short_code"":""74UKOM"",""original_url"":""https://example.com/opal/signal/162""}"
163,163,367,created,2026-01-17 04:36:26,"{""short_code"":""ix87Jb"",""original_url"":""https://example.com/vivid/canyon/163""}"
164,164,164,created,2025-03-26 22:57:58,"{""short_code"":""reJsxQ"",""original_url"":""https://hackstack.io/proud/engine/164""}"
165,165,180,created,2025-04-05 04:03:11,"{""short_code"":""n0AHA8"",""original_url"":""https://opswise.net/young/harvest/165""}"
166,166,249,created,2025-08-16 15:33:18,"{""short_code"":""Q9cSQB"",""original_url"":""https://opswise.net/brisk/pioneer/166""}"
167,167,356,created,2025-05-22 10:30:52,"{""short_code"":""2NkBIG"",""original_url"":""https://acme.dev/calm/network/167""}"
168,168,390,created,2025-12-07 05:55:43,"{""short_code"":""6ARdmy"",""original_url"":""https://seeded.app/dawn/kernel/168""}"
169,169,92,created,2025-04-13 05:01:41,"{""short_code"":""Joj9zm"",""original_url"":""https://seeded.app/keen/trail/169""}"
170,170,52,created,2025-01-19 06:55:17,"{""short_code"":""xKA8HZ"",""original_url"":""https://seeded.app/urban/harvest/170""}"
171,171,162,created,2025-02-16 22:18:13,"{""short_code"":""NFEg8R"",""original_url"":""https://example.com/vivid/harvest/171""}"
172,172,302,created,2026-01-07 12:34:56,"{""short_code"":""5Ysroq"",""original_url"":""https://relay.cloud/ember/trail/172""}"
173,173,183,created,2025-03-31 18:17:53,"{""short_code"":""erBSkM"",""original_url"":""https://hackstack.io/young/valley/173""}"
174,174,19,created,2025-03-03 14:34:05,"{""short_code"":""OoU0in"",""original_url"":""https://example.com/harbor/journey/174""}"
175,175,244,created,2025-06-07 03:00:33,"{""short_code"":""fHVlhK"",""original_url"":""https://example.com/opal/zenith/175""}"
176,176,286,created,2026-01-13 19:51:12,"{""short_code"":""hkfGcj"",""original_url"":""https://example.com/harbor/window/176""}"
177,177,185,created,2025-02-07 01:12:42,"{""short_code"":""20ZFAu"",""original_url"":""https://hackstack.io/ember/anchor/177""}"
178,178,55,created,2025-06-14 13:11:20,"{""short_code"":""AEn0Ja"",""original_url"":""https://relay.cloud/dawn/engine/178""}"
179,179,226,created,2025-12-17 07:21:59,"{""short_code"":""PXYK39"",""original_url"":""https://opswise.net/tidy/field/179""}"
180,180,296,created,2025-11-21 03:56:35,"{""short_code"":""zEbR7l"",""original_url"":""https://relay.cloud/mellow/journey/180""}"
181,181,192,created,2025-05-12 18:18:00,"{""short_code"":""y64Its"",""original_url"":""https://hackstack.io/ember/signal/181""}"
182,182,213,created,2025-03-21 01:07:08,"{""short_code"":""LdAvZF"",""original_url"":""https://relay.cloud/lively/island/182""}"
183,183,229,created,2025-09-03 17:09:08,"{""short_code"":""nKZoK8"",""original_url"":""https://acme.dev/vivid/meadow/183""}"
184,184,99,created,2025-02-13 03:03:02,"{""short_code"":""7wJI12"",""original_url"":""https://acme.dev/tidy/river/184""}"
185,185,297,created,2025-08-04 21:32:42,"{""short_code"":""FHVPBw"",""original_url"":""https://acme.dev/rapid/pioneer/185""}"
186,186,146,created,2025-01-19 14:44:38,"{""short_code"":""RgYbNg"",""original_url"":""https://seeded.app/silver/field/186""}"
187,187,376,created,2025-06-24 12:33:54,"{""short_code"":""LiumZt"",""original_url"":""https://opswise.net/opal/kernel/187""}"
188,188,127,created,2026-01-08 12:26:48,"{""short_code"":""hCHhH3"",""original_url"":""https://example.com/silver/pioneer/188""}"
189,189,229,created,2025-10-15 17:01:48,"{""short_code"":""mBWzMh"",""original_url"":""https://hackstack.io/amber/window/189""}"
190,190,204,created,2025-04-30 14:35:12,"{""short_code"":""PExDJW"",""original_url"":""https://opswise.net/calm/signal/190""}"
191,191,21,created,2025-07-23 13:31:52,"{""short_code"":""uMi58I"",""original_url"":""https://seeded.app/brisk/trail/191""}"
192,192,322,created,2026-02-18 20:01:52,"{""short_code"":""t9ReYb"",""original_url"":""https://example.com/mellow/zenith/192""}"
193,193,179,created,2025-03-03 21:29:31,"{""short_code"":""xnTOp2"",""original_url"":""https://seeded.app/tidy/delta/193""}"
194,194,283,created,2025-12-13 23:32:48,"{""short_code"":""WfZh0f"",""original_url"":""https://relay.cloud/gold/journey/194""}"
195,195,273,created,2025-05-19 17:33:35,"{""short_code"":""Iy6e0d"",""original_url"":""https://acme.dev/navy/harvest/195""}"
196,196,231,created,2025-02-04 04:47:47,"{""short_code"":""lH8y5r"",""original_url"":""https://example.com/ivory/pioneer/196""}"
197,197,129,created,2025-12-17 01:29:11,"{""short_code"":""jPvl4R"",""original_url"":""https://opswise.net/ivory/journey/197""}"
198,198,208,created,2025-04-08 07:08:23,"{""short_code"":""ymfNfH"",""original_url"":""https://hackstack.io/lively/field/198""}"
199,199,66,created,2025-12-02 17:13:18,"{""short_code"":""i1flfm"",""original_url"":""https://opswise.net/quiet/delta/199""}"
200,200,159,created,2025-11-30 10:01:41,"{""short_code"":""p3KDfL"",""original_url"":""https://acme.dev/vivid/beacon/200""}"
201,201,344,created,2026-01-29 04:24:54,"{""short_code"":""ecHCuK"",""original_url"":""https://relay.cloud/amber/zenith/201""}"
202,202,281,created,2026-02-01 01:15:18,"{""short_code"":""DSdGy6"",""original_url"":""https://opswise.net/harbor/quartz/202""}"
203,203,228,created,2025-11-12 15:01:17,"{""short_code"":""RfYKPC"",""original_url"":""https://relay.cloud/vivid/yard/203""}"
204,204,11,created,2025-08-31 16:48:04,"{""short_code"":""RXHXp3"",""original_url"":""https://hackstack.io/amber/zenith/204""}"
205,205,31,created,2026-01-13 14:27:47,"{""short_code"":""TumeSE"",""original_url"":""https://seeded.app/jade/trail/205""}"
206,206,219,created,2026-01-25 04:30:14,"{""short_code"":""cizBw6"",""original_url"":""https://example.com/silver/valley/206""}"
207,207,103,created,2025-07-31 02:36:55,"{""short_code"":""82D16U"",""original_url"":""https://example.com/jade/garden/207""}"
208,208,257,created,2025-03-27 19:06:59,"{""short_code"":""JmrXsV"",""original_url"":""https://hackstack.io/dawn/quartz/208""}"
209,209,267,created,2025-07-28 14:44:55,"{""short_code"":""uXx68v"",""original_url"":""https://relay.cloud/tidy/kernel/209""}"
210,210,7,created,2026-01-11 16:08:28,"{""short_code"":""XSdUac"",""original_url"":""https://example.com/keen/field/210""}"
211,211,280,created,2025-12-01 23:10:04,"{""short_code"":""Ag1Yyo"",""original_url"":""https://example.com/urban/canyon/211""}"
212,212,207,created,2025-03-16 10:41:26,"{""short_code"":""bNPEQJ"",""original_url"":""https://example.com/rapid/canyon/212""}"
213,213,316,created,2025-07-20 18:09:40,"{""short_code"":""dUAJFl"",""original_url"":""https://seeded.app/amber/journey/213""}"
214,214,140,created,2025-02-02 02:12:27,"{""short_code"":""Eib3UE"",""original_url"":""https://hackstack.io/dawn/garden/214""}"
215,215,119,created,2025-01-11 06:03:14,"{""short_code"":""r6nMVJ"",""original_url"":""https://seeded.app/jade/yard/215""}"
216,216,346,created,2025-05-11 12:02:41,"{""short_code"":""6uQihf"",""original_url"":""https://example.com/ember/valley/216""}"
